id,usuario_id,descripcion,valor,categoria
8740,1546,cuota prepaga osde,238.66,Salud
8741,1438,pago de supermercado coto,363.3,Alimentacion
8742,371,carga sube,64.21,Transporte
8743,409,colectivo linea 60,14.12,Transporte
8744,1407,abono internet fibertel,140.77,Servicios
8745,1902,cerveceria artesanal,129.56,Ocio
8746,1471,pago saldo refinanciado,816.25,Deudas
8747,617,plazo fijo,358.59,Ahorros
8748,71,cuota universidad,306.28,Educacion
8749,84,cuota prepaga osde,156.16,Salud
8750,2257,expensas del edificio,799.79,Vivienda
8751,259,cuotq prestamo auto,931.35,Deudas
8752,1326,optica lentes,397.99,Ocio
8753,932,viaje uber,20.93,Transporte
8754,2330,factura luz edesur,178.38,Servicios
8755,394,pago de pintura habitacion,774.51,Vivienda
8756,2466,pago de intereses,807.3,Deudas
8757,1335,verduleria de la esquina,154.65,Vivienda
8758,2907,pqgo de intereses,754.36,Alimentacion
8759,1930,utiles escolares,740.66,Educacion
8760,1721,taxis de la ciudad,53.14,Deudas
8761,626,movimiento: verduleria de la esquina,166.82,Alimentacion
8762,1893,cerveceriq artesanal,92.35,Ocio
8763,1837,plazo fijo,272.94,Ahorros
8764,562,fondo comun dw inversion,498.87,Ahorros
8765,2880,plazo fijo,1204.72,Ahorros
8766,1794,reparacion de cerradura,722.47,Vivienda
8767,941,entradas recital,69.13,Ocio
8768,2110,cena restaurante,120.37,Ocio
8769,1166,cuota universidad,471.71,Educacion
8770,1866,movimiento: viaje cabify,40.8,Transporte
8771,2782,impuestos municipales,199.8,Servicios
8772,1892,almacen san martin,247.03,Alimentacion
8773,1640,suscripcion spotify,53.21,Ocio
8774,1551,matricula del colegio,527.81,Educacion
8775,782,taller de ingles,722.5,Educacion
8776,1695,pqgo saldo refinanciado,306.64,Deudas
8777,2587,fac compra dolares banco,1094.24,Ahorros
8778,597,abono telefonia movil,111.45,Servicios
8779,2057,pago tarjeta de credito,282.92,Deudas
8780,2324,carga sube,63.69,Vivienda
8781,2275,combustiblw ypf,24.07,Transporte
8782,2234,pago saldo refinanciado,746.1,Deudas
8783,2639,suscripcion netflix,62.97,Ocio
8784,2481,pqgo tarjeta de credito,800.95,Deudas
8785,2617,inversion en acciones,1487.58,Ahorros
8786,2704,fondo comun de inversion,930.4,Ahorros
8787,356,juegos de consola,26.75,Ahorros
8788,2891,pago tarjeta de credito,441.16,Deudas
8789,2041,combustible ypf,31.56,Transporte
8790,392,pago de intereses,211.37,Deudas
8791,579,consulta medica de control,78.86,Salud
8792,1641,supermercado coto,75.53,Deudas
8793,2468,factura gas metrogas,169.23,Servicios
8794,2009,supermercado coto,128.29,Alimentacion
8795,1724,fac almacen san martin,184.55,Ahorros
8796,164,compra supermercado dia,93.34,Alimentacion
8797,2827,reparacion electrica,802.46,Vivienda
8798,638,fac compra ferreteria,765.15,Vivienda
8799,2065,compra cafeteria,26.98,Ocio
8800,2494,optica lentes,206.17,Salud
8801,170,entrqdas recital,133.69,Ocio
8802,340,impuestos municipales,191.11,Servicios
8803,726,almacen san martin,184.7,Alimentacion
8804,1934,comprq cafeteria,95.38,Ocio
8805,1035,compra panaderia,326.56,Alimentacion
8806,1646,qbono internet fibertel,84.85,Servicios
8807,133,cuota jardin de infantes,184.72,Educacion
8808,2949,expensas comunes,965.35,Ocio
8809,2688,supermercado carrefour,215.35,Alimentacion
8810,823,compra dolares banco,251.66,Ahorros
8811,954,factura gas metrogas,163.29,Servicios
8812,2127,colectivo linea 60,48.66,Deudas
8813,346,pago de expensas comunes,895.05,Vivienda
8814,609,reparacion electrica,924.29,Vivienda
8815,639,cuota prestamo auto,351.43,Alimentacion
8816,1048,tqrjeta peaje autopista,73.94,Transporte
8817,1495,compra libros de texto,726.48,Educacion
8818,1225,pago tarjeta de credito,709.39,Deudas
8819,2179,juegos de consola,145.75,Ocio
8820,2404,pago alquiler mensual,939.57,Vivienda
8821,2992,cuota universidad,785.48,Educacion
8822,150,combustible ypf,64.08,Transporte
8823,1550,taller de ingles,299.73,Educacion
8824,1328,compra farmacia,212.58,Salud
8825,1565,dentistq limpieza,226.93,Salud
8826,50,pago de abono internet fibertel,163.83,Servicios
8827,2512,cuota prepaga osde,92.8,Salud
8828,1506,compra ferreteria,1122.84,Vivienda
8829,2503,servicio de agua aysa,159.78,Servicios
8830,335,cuota prepaga osde,195.26,Salud
8831,1376,peaje autopista,75.57,Transporte
8832,668,compra factura luz edesur,53.79,Servicios
8833,1673,curso de programacion,111.91,Educacion
8834,2375,supermercado coto,347.92,Alimentacion
8835,1016,pago de cuota prestamo banco,310.06,Deudas
8836,336,cuota prepaga osde,87.25,Salud
8837,666,factura luz edesur,184.28,Servicios
8838,81,salida al cine,66.16,Ocio
8839,2135,cenq restaurante,95.79,Ocio
8840,1800,pago de intereses,537.35,Deudas
8841,258,pinturq habitacion,737.4,Vivienda
8842,991,reparacion electrica,715.25,Vivienda
8843,185,estudios clinicos,214.85,Salud
8844,1716,carniceria central,398.4,Alimentacion
8845,2746,compra farmacia,333.5,Salud
8846,123,carniceria central,274.99,Alimentacion
8847,605,compra suscripcion spotify,65.08,Ocio
8848,2563,fac pago saldo refinanciado,499.95,Deudas
8849,904,cuota prepaga osde,361.29,Salud
8850,1538,expensas comunes,331.26,Vivienda
8851,1982,curso de programacion,155.67,Educacion
8852,1395,impuestos municipales,105.8,Servicios
8853,2353,pago de compra cafeteria,46.77,Ocio
8854,1309,viaje uber,53.69,Transporte
8855,2705,servicio de agua aysa,41.38,Servicios
8856,1866,pago saldo refinanciado,377.47,Alimentacion
8857,1942,tarjeta carniceria central,134.61,Alimentacion
8858,2310,cena restaurante,57.24,Ocio
8859,1598,plazo fijo,1173.18,Ahorros
8860,491,factura luz edesur,153.43,Servicios
8861,2786,curso de programacion,482.99,Ahorros
8862,1055,transferencia ahorro mensual,868.54,Ahorros
8863,702,taxis de la ciudad,71.13,Transporte
8864,2935,abono telefonia movil,166.97,Servicios
8865,1292,transferencia ahorro mensual,1279.52,Ahorros
8866,2060,combustible ypf,12.3,Transporte
8867,1215,pago de entradas recital,35.51,Ocio
8868,1424,inversion en qcciones,1136.0,Ahorros
8869,1561,medicamentos recetados,243.86,Salud
8870,1942,cuota prestamo banco,719.62,Deudas
8871,2139,cuota universidad,561.44,Educacion
8872,600,abono internet fibertel,116.26,Servicios
8873,1810,compra farmacia,239.64,Educacion
8874,2349,compra cuota prestamo auto,190.45,Deudas
8875,1135,combustible shell,12.83,Transporte
8876,80,cuota prestamo auto,852.17,Deudas
8877,836,colectivo linea 60,67.16,Transporte
8878,652,factura luz edesur,189.58,Servicios
8879,2481,carga sube,65.72,Transporte
8880,417,factura luz edesur,114.26,Servicios
8881,1471,compras fiambreria,134.41,Alimentacion
8882,2066,juegos de consola,66.85,Ocio
8883,1078,impuestos municipales,72.11,Servicios
8884,1904,reparacion electrica,354.64,Vivienda
8885,746,supermercado carrefour,266.46,Alimentacion
8886,2003,suscripcion netflix,117.83,Ocio
8887,240,servicio de plomeria,257.64,Vivienda
8888,2894,consulta medica de control,400.73,Salud
8889,1945,pintura habitacion,1139.62,Vivienda
8890,2466,entrqdas recital,114.16,Ocio
8891,856,taller de ingles,762.77,Educacion
8892,2647,viaje cabify,30.48,Transporte
8893,1797,taxis de la ciudad,55.52,Transporte
8894,1772,estudios clinicos,88.2,Salud
8895,420,juegos de consola,53.45,Ocio
8896,2264,supermercado carrefour,198.1,Alimentacion
8897,709,servicio de agua aysa,134.73,Servicios
8898,2599,pago de intereses,188.88,Deudas
8899,1668,impuestos municipales,133.86,Servicios
8900,1354,optica lentes,353.0,Ocio
8901,2036,fac suscripcion netflix,66.32,Deudas
8902,2881,expensas del edificio,513.1,Vivienda
8903,680,cuota universidad,702.84,Ahorros
8904,487,movimiento: estudios clinicos,106.87,Salud
8905,623,taller de ingles,330.93,Educacion
8906,1439,juegos de consola,53.72,Ocio
8907,219,fac pago tarjeta de credito,330.65,Deudas
8908,2769,entradas recital,100.98,Ocio
8909,2429,transferencia ahorro mensual,536.38,Salud
8910,2135,pago alquiler mensual,224.45,Vivienda
8911,1485,colectivo linea 60,19.13,Transporte
8912,2863,compra compra dolares banco,522.79,Ahorros
8913,2459,consulta medica de control,355.76,Salud
8914,691,factura gas metrogas,144.27,Servicios
8915,2030,expensas del edificio,497.21,Vivienda
8916,1013,verduleria y fruteria,286.49,Alimentacion
8917,2573,cuota prestamo auto,941.38,Deudas
8918,447,pago alquiler mensual,728.93,Vivienda
8919,2348,pago de suscripcion spotify,24.86,Transporte
8920,2456,abono telefonia movil,78.05,Servicios
8921,375,cuota prestamo banco,612.72,Salud
8922,2281,peaje autopista,48.32,Transporte
8923,1923,fondo comun dw inversion,256.75,Ahorros
8924,638,dentista limpieza,320.63,Salud
8925,1771,carniceria central,351.74,Alimentacion
8926,2698,carga sube,10.19,Transporte
8927,2234,pago de intereses,671.66,Deudas
8928,2126,cerveceria artesanal,118.28,Ocio
8929,1505,compras fiambreria,58.2,Alimentacion
8930,194,fondo comun de inversion,1292.08,Ahorros
8931,1400,impuestos municipales,115.37,Servicios
8932,2335,analisis de sangre,143.16,Salud
8933,1506,abono telefonia movil,30.02,Servicios
8934,1747,pago de entradas recital,20.32,Ocio
8935,250,qnalisis de sangre,429.21,Salud
8936,1225,tarjeta pago de intereses,338.41,Deudas
8937,536,tarjeta carniceria central,216.09,Alimentacion
8938,2348,cuota jardin de infantes,567.95,Educacion
8939,1107,cuota prestamo banco,336.18,Deudas
8940,2857,compra estudios clinicos,351.09,Salud
8941,458,cerveceria artesanal,132.1,Ocio
8942,2739,combustible shell,45.9,Transporte
8943,1388,compra plazo fijo,336.76,Ahorros
8944,2766,viqje cabify,33.76,Transporte
8945,40,curso de progrqmacion,191.62,Educacion
8946,1540,estudios clinicos,427.57,Salud
8947,2156,inversion en acciones,1004.53,Ahorros
8948,261,inversion en acciones,607.17,Ahorros
8949,1642,abono internet fibertel,170.28,Servicios
8950,1248,cuota jardin de infantes,236.35,Educacion
8951,2574,fac compra dolares banco,125.22,Ocio
8952,2758,factura luz edesur,85.17,Servicios
8953,126,movimiento: viaje cabify,71.45,Transporte
8954,1230,carniceria central,98.71,Alimentacion
8955,1307,expensas comunes,953.07,Vivienda
8956,2102,pago saldo refinanciado,883.71,Deudas
8957,2394,cena restaurante,39.08,Ocio
8958,136,combustible shell,18.44,Transporte
8959,2378,fac cuota universidad,483.81,Educacion
8960,1460,inversion en acciones,528.78,Ahorros
8961,136,suscripcion netflix,103.32,Ocio
8962,813,salida al cine,143.36,Ocio
8963,852,factura gas metrogas,171.21,Servicios
8964,1745,pago de curso de programacion,209.19,Educacion
8965,1939,compra farmacia,214.5,Salud
8966,871,consulta medica de control,298.41,Salud
8967,2940,matricula del colegio,427.92,Educacion
8968,1473,tarjeta expensas comunes,667.69,Vivienda
8969,635,cuota universidad,287.94,Educacion
8970,1652,compra dolares banco,1297.16,Ahorros
8971,669,matricula del colegio,165.32,Educacion
8972,1294,reparacion de cerradura,267.22,Vivienda
8973,269,pago alquiler mensual,1021.16,Vivienda
8974,861,verduleria y fruteria,79.99,Alimentacion
8975,482,pago alquiler mensual,1046.6,Vivienda
8976,1262,repqracion electrica,507.48,Vivienda
8977,2333,plqzo fijo,1162.34,Ahorros
8978,103,reparacion de cerradura,965.81,Alimentacion
8979,1454,impuestos municipales,65.27,Servicios
8980,792,supermercado coto,148.33,Alimentacion
8981,1678,factura luz edesur,184.54,Transporte
8982,239,carga sube,14.86,Transporte
8983,2789,cuota prestamo banco,872.92,Deudas
8984,2693,compra panaderia,228.18,Alimentacion
8985,1589,compra farmacia,340.98,Salud
8986,882,cuota prestamo banco,553.99,Deudas
8987,2655,pago tarjeta de credito,224.97,Deudas
8988,2236,compra libros de texto,676.9,Educacion
8989,888,mqtricula del colegio,464.79,Educacion
8990,1280,pago tarjeta de credito,691.97,Deudas
8991,924,pago de taller de ingles,762.88,Educacion
8992,794,compra transferencia ahorro mensual,832.84,Ahorros
8993,2578,compra supermercado dia,104.63,Alimentacion
8994,676,compra libros de texto,530.21,Educacion
8995,2440,optica lentes,152.61,Deudas
8996,1682,medicamentos recetados,488.02,Salud
8997,1492,viaje uber,42.47,Transporte
8998,1850,medicamentos recetados,478.49,Salud
8999,1277,movimiento: abono internet fibertel,178.19,Servicios
9000,672,cuota prestamo banco,718.36,Deudas
9001,2909,cuota prestamo banco,192.89,Deudas
9002,2514,fac pago tarjeta de credito,972.27,Deudas
9003,839,almacen san martin,371.51,Alimentacion
9004,1313,factura gas metrogas,131.1,Servicios
9005,1074,combustible ypf,13.9,Transporte
9006,4,pintura habitacion,328.34,Vivienda
9007,1655,taller de ingles,740.6,Educacion
9008,2900,carniceria central,216.32,Deudas
9009,1909,expensas comunes,927.63,Ocio
9010,1894,compra reparacion electrica,940.55,Vivienda
9011,1923,transferencia ahorro mensual,1253.98,Ahorros
9012,1286,inversion en acciones,1467.96,Ahorros
9013,535,compra compras fiambreria,208.01,Alimentacion
9014,2951,pago tarjeta de credito,189.33,Deudas
9015,1085,expensas comunes,588.61,Vivienda
9016,1380,movimiento: repqracion electrica,813.69,Deudas
9017,646,taller de ingles,394.17,Educacion
9018,24,carga sube,75.54,Transporte
9019,1317,verduleria y fruteria,313.07,Alimentacion
9020,557,cuota jardin de infantes,135.97,Deudas
9021,2739,abono internet fibertel,184.5,Servicios
9022,356,plazo fijo,1088.99,Ahorros
9023,2008,movimiento: peaje autopista,23.49,Transporte
9024,870,pago tarjeta de credito,650.23,Deudas
9025,2989,fqctura gas metrogas,65.63,Servicios
9026,575,viaje uber,52.03,Educacion
9027,29,tqller de ingles,337.97,Vivienda
9028,2405,fac impuestos municipales,67.82,Servicios
9029,365,cuota prepaga osde,339.12,Salud
9030,2656,peaje autopista,59.17,Transporte
9031,409,cena restaurante,143.07,Ocio
9032,1315,tarjeta suscripcion netflix,33.47,Ocio
9033,2615,repqracion de cerradura,1046.76,Vivienda
9034,1177,movimiento: compras fiambreria,214.96,Alimentacion
9035,219,utiles escolares,585.07,Educacion
9036,2221,supermercado carrefour,320.51,Alimentacion
9037,608,pago saldo refinanciado,684.4,Deudas
9038,1036,pqgo de viaje cabify,38.91,Transporte
9039,1540,inversion en acciones,1342.97,Ahorros
9040,858,plazo fijo,1004.54,Ahorros
9041,1603,compra farmacia,159.04,Salud
9042,2705,cena restaurante,45.54,Ocio
9043,969,compra dolares banco,137.26,Ahorros
9044,1501,abono telefonia movil,145.83,Servicios
9045,1106,expensas comunes,1071.15,Vivienda
9046,1641,pago de optica lentes,287.27,Salud
9047,1717,colectivo linea 60,79.53,Transporte
9048,2489,verduleria de la esquina,270.77,Alimentacion
9049,617,almacen san martin,122.94,Alimentacion
9050,226,pintura habitacion,1121.07,Vivienda
9051,2419,expensas del edificio,1097.5,Vivienda
9052,28,fondo comun de inversion,456.98,Ahorros
9053,995,fac supermercado coto,121.26,Alimentacion
9054,16,expensas comunes,358.89,Vivienda
9055,333,medicamentos recetados,465.62,Salud
9056,483,plazo fijo,1022.62,Ahorros
9057,566,compra libros de texto,335.92,Educacion
9058,2162,fondo comun de inversion,1292.99,Ahorros
9059,2086,entradas recital,107.88,Ocio
9060,454,compra inversion en acciones,1340.19,Ahorros
9061,2790,compra supermercado dia,73.08,Servicios
9062,166,pintura habitacion,410.62,Vivienda
9063,2742,compra ferreteria,1070.63,Vivienda
9064,2253,suscripcion netflix,139.11,Ocio
9065,878,compra supermercado dia,159.73,Alimentacion
9066,245,taller de ingles,366.57,Alimentacion
9067,1895,estudios clinicos,465.66,Salud
9068,1357,movimiento: verduleriq y fruteria,234.64,Alimentacion
9069,943,entradas recital,63.16,Servicios
9070,2869,estudios clinicos,338.24,Salud
9071,2555,pintura habitacion,580.13,Vivienda
9072,1953,fac compra dolares banco,1237.04,Ahorros
9073,2972,compra combustible ypf,20.29,Transporte
9074,1283,supermercado carrefour,106.91,Alimentacion
9075,1746,cerveceria artesanal,118.98,Ocio
9076,410,compra supermercado dia,396.56,Alimentacion
9077,2358,almacen san martin,209.73,Deudas
9078,2116,abono internet fibertel,89.33,Servicios
9079,2162,viaje cabify,19.49,Transporte
9080,2268,expensas del edificio,564.65,Vivienda
9081,2268,pintura habitacion,372.0,Vivienda
9082,1497,taxis de la ciudad,33.38,Transporte
9083,2778,compra cafeteria,75.47,Ocio
9084,2797,viqje cabify,22.95,Transporte
9085,2991,movimiento: cuotq prestamo banco,986.34,Salud
9086,386,reparacion de cerradura,468.3,Vivienda
9087,930,almacen san martin,77.34,Alimentacion
9088,405,pqgo de impuestos municipales,145.02,Servicios
9089,492,suscripcion spotify,99.41,Ocio
9090,357,pago de entradas recital,24.32,Ocio
9091,215,analisis de sangre,104.76,Salud
9092,1404,factura luz edesur,96.33,Servicios
9093,752,suscripcion netflix,44.26,Ocio
9094,827,tarjeta inversion en acciones,1227.26,Ahorros
9095,1238,estudios clinicos,475.96,Salud
9096,1122,movimiento: dentista limpieza,496.68,Salud
9097,2576,reparacion de cerradura,427.09,Vivienda
9098,2964,analisis de sangre,459.79,Salud
9099,666,reparacion de cerradura,1166.46,Vivienda
9100,2758,entradas recital,119.53,Ocio
9101,2029,cqrniceria central,79.16,Alimentacion
9102,2583,taxis de la ciudad,59.29,Transporte
9103,554,pago de cerveceria artesanal,97.16,Ocio
9104,1573,compra compra cafeteria,41.8,Ocio
9105,328,verduleria y fruteria,239.57,Deudas
9106,2950,juegos de consola,55.74,Ocio
9107,1189,compra dolares banco,295.54,Ahorros
9108,150,pago de intereses,600.74,Deudas
9109,1056,curso de progrqmacion,308.98,Educacion
9110,657,reparacion de cerradura,1029.5,Vivienda
9111,2854,cenq restaurante,113.75,Ocio
9112,1937,utiles escolares,284.25,Educacion
9113,293,salida al cine,94.19,Ocio
9114,2967,consulta medica de control,354.16,Salud
9115,2737,servicio de agua aysa,88.21,Servicios
9116,957,pago de intereses,685.54,Deudas
9117,1085,matricula del colegio,202.57,Educacion
9118,1613,compra libros de texto,736.76,Educacion
9119,416,pintura habitacion,402.24,Ocio
9120,2646,cuota jardin de infantes,706.86,Educacion
9121,2055,cuotq prestamo banco,274.88,Deudas
9122,918,taller de ingles,486.94,Educacion
9123,85,compra fondo comun de inversion,873.74,Ahorros
9124,2822,compra panaderia,385.09,Alimentacion
9125,957,fqc servicio de agua aysa,150.95,Servicios
9126,1422,cuota jardin de infantes,497.09,Educacion
9127,1936,expensas comunes,607.8,Vivienda
9128,1795,estudios clinicos,65.72,Salud
9129,1417,factura gas metrogas,176.9,Servicios
9130,1071,taxis de la ciudad,21.03,Transporte
9131,1522,cuota jardin de infantes,375.22,Educacion
9132,2654,colectivo linea 60,76.54,Transporte
9133,1502,pago de impuestos municipales,182.65,Servicios
9134,2474,cerveceria artesanal,97.65,Ocio
9135,2474,abono internet fibertel,69.9,Salud
9136,736,compra plazo fijo,160.3,Ahorros
9137,2839,viaje uber,57.65,Transporte
9138,2563,inversion en acciones,1235.75,Ahorros
9139,1153,qbono internet fibertel,177.44,Servicios
9140,1273,pago de viaje cabify,13.05,Transporte
9141,741,peaje autopista,11.4,Transporte
9142,1863,servicio de plomeria,579.29,Vivienda
9143,131,colectivo linea 60,70.31,Transporte
9144,1764,compra supermercado dia,379.49,Alimentacion
9145,1713,entrqdas recital,31.02,Ocio
9146,323,cuota jardin de infantes,312.64,Educacion
9147,823,analisis de sangre,298.17,Salud
9148,543,verduleria de la esquina,213.86,Ocio
9149,2114,compra dolares banco,551.49,Ahorros
9150,2766,pago de intereses,764.24,Deudas
9151,1856,salida al cine,60.03,Ocio
9152,2079,juegos de consola,41.54,Ocio
9153,885,tarjeta pago alquiler mensual,328.06,Vivienda
9154,191,carga sube,41.33,Transporte
9155,415,servicio de plomeria,424.45,Vivienda
9156,1839,peaje autopista,68.62,Transporte
9157,2795,factura gas metrogas,121.17,Servicios
9158,1814,compra dolares banco,1140.08,Ahorros
9159,1761,peaje autopista,61.76,Transporte
9160,1070,transferencia ahorro mensual,766.17,Ocio
9161,1722,compra dolares banco,368.93,Ahorros
9162,375,pago de intereses,198.53,Vivienda
9163,558,supermercado coto,178.6,Alimentacion
9164,1281,utiles escolares,462.28,Educacion
9165,1945,servicio de plomeria,805.66,Vivienda
9166,1597,movimiento: fqctura gas metrogas,111.54,Servicios
9167,1129,cuota prestamo auto,855.71,Deudas
9168,1361,cuota prestamo banco,186.69,Deudas
9169,1325,fac viaje cabify,39.23,Transporte
9170,1101,optica lentes,487.43,Salud
9171,1535,abono telefonia movil,71.66,Servicios
9172,1254,servicio de plomeria,651.41,Vivienda
9173,1703,juegos de consola,30.18,Ocio
9174,2626,cuota prestamo banco,432.62,Deudas
9175,32,cuotq prestamo auto,326.22,Deudas
9176,1632,impuestos municipales,50.02,Servicios
9177,58,tarjeta taxis de la ciudad,48.18,Transporte
9178,1128,combustible shell,25.02,Transporte
9179,312,cuota prepaga osde,489.78,Salud
9180,1753,pago alquiler mensual,817.66,Vivienda
9181,2002,verduleria de la esquina,318.17,Alimentacion
9182,2738,curso de programacion,198.26,Educacion
9183,1398,factura gas metrogas,91.6,Servicios
9184,1783,taller de ingles,238.04,Educacion
9185,2283,tarjeta servicio de agua aysa,181.75,Educacion
9186,2691,curso de progrqmacion,519.07,Educacion
9187,1413,pqgo de cuota prestamo auto,485.84,Deudas
9188,1432,impuestos municipales,111.66,Servicios
9189,802,verduleria de la esquina,347.06,Educacion
9190,239,compra panaderia,390.34,Alimentacion
9191,1776,cuota universidad,164.27,Educacion
9192,1319,carga sube,47.98,Transporte
9193,112,plazo fijo,295.0,Ahorros
9194,2524,colectivo lineq 60,11.91,Transporte
9195,2352,transferencia ahorro mensual,1337.42,Ahorros
9196,1329,carga sube,26.62,Transporte
9197,290,compra ferreteria,1185.08,Vivienda
9198,2256,dentistq limpieza,340.14,Salud
9199,2916,salida al cine,81.59,Ocio
9200,1810,expensas del edificio,738.32,Vivienda
9201,582,comprq compra dolares banco,760.02,Ahorros
9202,370,tarjeta transferencia ahorro mensual,1425.79,Ahorros
9203,220,transferencia ahorro mensual,666.42,Ahorros
9204,2850,medicamentos recetados,446.26,Salud
9205,2867,consulta medica de control,261.38,Salud
9206,1897,servicio de plomeria,653.12,Vivienda
9207,349,fondo comun de inversion,847.87,Ahorros
9208,2303,cena restaurante,143.75,Ocio
9209,452,tarjeta transferencia ahorro mensual,1137.25,Ahorros
9210,2190,pago saldo refinanciado,578.3,Deudas
9211,89,factura luz edesur,144.93,Servicios
9212,871,compra utiles escolares,202.77,Educacion
9213,1160,inversion en acciones,1180.49,Ahorros
9214,2043,compra pago alquiler mensual,446.59,Vivienda
9215,1875,expensas comunes,708.79,Vivienda
9216,523,tqrjeta pago saldo refinanciado,832.95,Deudas
9217,2708,expensas comunes,869.31,Vivienda
9218,2999,servicio de agua aysa,160.92,Servicios
9219,910,compra ferreteria,428.26,Vivienda
9220,442,verduleria de la esquina,201.75,Alimentacion
9221,38,compra dolares banco,637.31,Ahorros
9222,1881,comprq reparacion electrica,258.82,Vivienda
9223,210,compra farmacia,178.83,Salud
9224,2561,compra farmacia,309.62,Salud
9225,1601,movimiento: transferencia ahorro mensual,333.21,Ahorros
9226,981,cuota prestamo auto,387.15,Deudas
9227,381,fac servicio de agua aysa,115.15,Servicios
9228,2876,abono telefonia movil,59.97,Servicios
9229,1561,movimiento: servicio de plomeria,331.21,Vivienda
9230,2907,cuota prepaga osde,68.87,Ocio
9231,394,servicio de plomeria,634.99,Vivienda
9232,1074,suscripcion spotify,127.99,Ocio
9233,396,expensas comunes,723.12,Vivienda
9234,1777,pintura habitacion,358.77,Vivienda
9235,2080,compra viaje cabify,75.68,Transporte
9236,545,factura gas metrogas,85.66,Servicios
9237,2760,entradas recital,141.43,Ocio
9238,1085,colectivo linea 60,75.29,Transporte
9239,553,compra libros de texto,228.86,Educacion
9240,1465,entradas recital,81.93,Ocio
9241,1154,cuota jardin de infantes,341.91,Educacion
9242,1378,servicio de plomeria,582.53,Vivienda
9243,2246,plazo fijo,1018.14,Ahorros
9244,2847,dentista limpieza,379.9,Salud
9245,1687,tarjeta combustible ypf,74.29,Transporte
9246,1740,compra inversion en acciones,220.89,Ahorros
9247,694,compra pago saldo refinanciado,185.98,Deudas
9248,2195,comprq dolares banco,917.76,Ahorros
9249,1740,optica lentes,325.16,Salud
9250,498,compra supermercado dia,284.9,Salud
9251,2096,fac compra supermercado dia,311.37,Alimentacion
9252,2818,estudios clinicos,379.11,Salud
9253,2699,expensas comunes,1060.71,Vivienda
9254,1196,combustiblw shell,34.75,Transporte
9255,613,pago saldo refinanciado,218.78,Deudas
9256,2747,optica lentes,54.19,Salud
9257,1339,pintura habitacion,432.73,Vivienda
9258,376,cena restaurante,142.18,Ocio
9259,806,juegos de consola,140.13,Ocio
9260,921,taxis de la ciudad,19.67,Transporte
9261,875,juegos de consola,131.95,Ocio
9262,2858,compra ferreteria,904.67,Vivienda
9263,1444,fac matricula del colegio,324.61,Educacion
9264,2953,impuestos municipales,182.16,Servicios
9265,1420,impuestos municipales,80.21,Servicios
9266,1546,salida al cine,97.0,Ocio
9267,1211,compra entradas recital,30.62,Ocio
9268,1006,suscripcion netflix,75.2,Ocio
9269,2081,servicio de plomeria,637.06,Vivienda
9270,2117,movimiento: compra farmacia,75.66,Salud
9271,592,compra supermercado dia,248.71,Alimentacion
9272,1215,optica lentes,214.86,Transporte
9273,2149,dentista limpieza,223.87,Salud
9274,1509,transferencia ahorro mensual,423.2,Ahorros
9275,1309,analisis de sangre,470.1,Salud
9276,914,pqgo saldo refinanciado,578.74,Deudas
9277,2781,compra cuota prestamo banco,442.33,Deudas
9278,390,wstudios clinicos,75.35,Salud
9279,160,juegos de consola,93.03,Ocio
9280,892,pago tarjeta de credito,975.56,Deudas
9281,1071,cuota prestamo auto,365.93,Alimentacion
9282,1470,fac compra dolares banco,813.98,Ahorros
9283,696,transferencia ahorro mensual,931.96,Ahorros
9284,758,pago saldo refinanciado,920.03,Deudas
9285,2571,servicio de agua aysa,87.94,Servicios
9286,2780,optica lentes,205.15,Salud
9287,2203,servicio de agua aysa,151.81,Servicios
9288,339,expensas comunes,952.63,Vivienda
9289,1977,taxis de la ciudad,64.01,Transporte
9290,795,cuota prestamo auto,874.91,Deudas
9291,1723,pago de taxis de la ciudad,54.15,Alimentacion
9292,1598,compra supermercado dia,243.47,Alimentacion
9293,899,comprq libros de texto,617.26,Educacion
9294,1168,transferencia ahorro mensual,1408.61,Ahorros
9295,103,utiles escolares,196.62,Educacion
9296,2860,movimiento: combustible shell,12.89,Transporte
9297,93,compra ferreteria,835.7,Vivienda
9298,975,fac pago saldo refinanciado,592.95,Deudas
9299,1448,servicio de agua aysa,169.53,Servicios
9300,119,cuota jardin de infantes,518.71,Educacion
9301,2033,reparacion electrica,1099.8,Vivienda
9302,2077,cuota jardin de infantes,265.79,Educacion
9303,1535,factura luz edesur,91.44,Servicios
9304,2920,utiles escolares,724.8,Deudas
9305,1390,movimiento: cuota prestamo auto,746.37,Deudas
9306,2848,factura luz edesur,181.8,Servicios
9307,475,factura gas metrogas,36.86,Servicios
9308,2611,trqnsferencia ahorro mensual,169.41,Ahorros
9309,435,pago saldo refinanciado,602.12,Deudas
9310,2852,pago tarjeta de credito,938.61,Deudas
9311,1258,juegos de consolq,21.29,Ocio
9312,55,abono internet fibertel,197.36,Servicios
9313,931,pago de intereses,710.62,Deudas
9314,1316,curso de programacion,548.67,Educacion
9315,2800,peaje autopista,22.17,Transporte
9316,312,impuestos municipqles,82.22,Servicios
9317,1572,movimiento: medicamentos recetados,434.48,Salud
9318,957,pago de intereses,298.63,Deudas
9319,2366,juegos de consola,22.6,Ocio
9320,1901,compra compra ferreteria,671.39,Vivienda
9321,757,fac viaje uber,71.76,Transporte
